Geography,Year,Sex,Age,Disease Name,Case Counts
Z4.9,2020Q2,FEMALE,ALL,Infectious Syphilis,0.0
Z4.9,2020Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2020Q2,MALE,ALL,Gonorrhea,4.0
Z4.9,2020Q2,MALE,ALL,Infectious Syphilis,2.0
Z4.9,2020Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2020Q2,BOTH,ALL,Gonorrhea,5.0
Z4.9,2020Q2,BOTH,ALL,Infectious Syphilis,2.0
Z4.9,2020Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z4.9,2020Q3,FEMALE,ALL,Gonorrhea,2.0
Z4.9,2020Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z4.9,2020Q3,FEMALE,ALL,Non-infectious Syphilis,1.0
Z4.9,2020Q3,MALE,ALL,Gonorrhea,8.0
Z4.9,2020Q3,MALE,ALL,Infectious Syphilis,6.0
Z4.9,2020Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2020Q3,BOTH,ALL,Gonorrhea,10.0
Z4.9,2020Q3,BOTH,ALL,Infectious Syphilis,7.0
Z4.9,2020Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z4.9,2020Q4,FEMALE,ALL,Gonorrhea,1.0
Z4.9,2020Q4,FEMALE,ALL,Infectious Syphilis,1.0
Z4.9,2020Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2020Q4,MALE,ALL,Gonorrhea,5.0
Z4.9,2020Q4,MALE,ALL,Infectious Syphilis,6.0
Z4.9,2020Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2020Q4,BOTH,ALL,Gonorrhea,6.0
Z4.9,2020Q4,BOTH,ALL,Infectious Syphilis,7.0
Z4.9,2020Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q1,FEMALE,ALL,Gonorrhea,2.0
Z4.9,2021Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z4.9,2021Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q1,MALE,ALL,Gonorrhea,5.0
Z4.9,2021Q1,MALE,ALL,Infectious Syphilis,4.0
Z4.9,2021Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q1,BOTH,ALL,Gonorrhea,7.0
Z4.9,2021Q1,BOTH,ALL,Infectious Syphilis,4.0
Z4.9,2021Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q2,FEMALE,ALL,Gonorrhea,4.0
Z4.9,2021Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z4.9,2021Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q2,MALE,ALL,Gonorrhea,6.0
Z4.9,2021Q2,MALE,ALL,Infectious Syphilis,3.0
Z4.9,2021Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q2,BOTH,ALL,Gonorrhea,10.0
Z4.9,2021Q2,BOTH,ALL,Infectious Syphilis,4.0
Z4.9,2021Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q3,FEMALE,ALL,Gonorrhea,1.0
Z4.9,2021Q3,FEMALE,ALL,Infectious Syphilis,2.0
Z4.9,2021Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q3,MALE,ALL,Gonorrhea,6.0
Z4.9,2021Q3,MALE,ALL,Infectious Syphilis,1.0
Z4.9,2021Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q3,BOTH,ALL,Gonorrhea,7.0
Z4.9,2021Q3,BOTH,ALL,Infectious Syphilis,3.0
Z4.9,2021Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q4,FEMALE,ALL,Gonorrhea,7.0
Z4.9,2021Q4,FEMALE,ALL,Infectious Syphilis,4.0
Z4.9,2021Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q4,MALE,ALL,Gonorrhea,6.0
Z4.9,2021Q4,MALE,ALL,Infectious Syphilis,3.0
Z4.9,2021Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2021Q4,BOTH,ALL,Gonorrhea,13.0
Z4.9,2021Q4,BOTH,ALL,Infectious Syphilis,7.0
Z4.9,2021Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z4.9,2022Q1,FEMALE,ALL,Gonorrhea,8.0
Z4.9,2022Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z4.9,2022Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2022Q1,MALE,ALL,Gonorrhea,2.0
Z4.9,2022Q1,MALE,ALL,Infectious Syphilis,1.0
Z4.9,2022Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2022Q1,BOTH,ALL,Gonorrhea,10.0
Z4.9,2022Q1,BOTH,ALL,Infectious Syphilis,1.0
Z4.9,2022Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z4.9,2022Q2,FEMALE,ALL,Gonorrhea,4.0
Z4.9,2022Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z4.9,2022Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2022Q2,MALE,ALL,Gonorrhea,5.0
Z4.9,2022Q2,MALE,ALL,Infectious Syphilis,4.0
Z4.9,2022Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2022Q2,BOTH,ALL,Gonorrhea,9.0
Z4.9,2022Q2,BOTH,ALL,Infectious Syphilis,5.0
Z4.9,2022Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z4.9,2022Q3,FEMALE,ALL,Gonorrhea,10.0
Z4.9,2022Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z4.9,2022Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z4.9,2022Q3,MALE,ALL,Gonorrhea,9.0
Z4.9,2022Q3,MALE,ALL,Infectious Syphilis,0.0
Z4.9,2022Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z4.9,2022Q3,BOTH,ALL,Gonorrhea,19.0
Z4.9,2022Q3,BOTH,ALL,Infectious Syphilis,1.0
Z4.9,2022Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.1,2019Q1,FEMALE,ALL,Gonorrhea,9.0
Z5.1,2019Q1,FEMALE,ALL,Infectious Syphilis,1.0
Z5.1,2019Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2019Q1,MALE,ALL,Gonorrhea,13.0
Z5.1,2019Q1,MALE,ALL,Infectious Syphilis,7.0
Z5.1,2019Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2019Q1,BOTH,ALL,Gonorrhea,22.0
Z5.1,2019Q1,BOTH,ALL,Infectious Syphilis,8.0
Z5.1,2019Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.1,2019Q2,FEMALE,ALL,Gonorrhea,5.0
Z5.1,2019Q2,FEMALE,ALL,Infectious Syphilis,2.0
Z5.1,2019Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2019Q2,MALE,ALL,Gonorrhea,7.0
Z5.1,2019Q2,MALE,ALL,Infectious Syphilis,4.0
Z5.1,2019Q2,MALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2019Q2,BOTH,ALL,Gonorrhea,12.0
Z5.1,2019Q2,BOTH,ALL,Infectious Syphilis,6.0
Z5.1,2019Q2,BOTH,ALL,Non-infectious Syphilis,2.0
Z5.1,2019Q3,FEMALE,ALL,Gonorrhea,6.0
Z5.1,2019Q3,FEMALE,ALL,Infectious Syphilis,6.0
Z5.1,2019Q3,FEMALE,ALL,Non-infectious Syphilis,2.0
Z5.1,2019Q3,MALE,ALL,Gonorrhea,9.0
Z5.1,2019Q3,MALE,ALL,Infectious Syphilis,6.0
Z5.1,2019Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2019Q3,BOTH,ALL,Gonorrhea,15.0
Z5.1,2019Q3,BOTH,ALL,Infectious Syphilis,12.0
Z5.1,2019Q3,BOTH,ALL,Non-infectious Syphilis,3.0
Z5.1,2019Q4,FEMALE,ALL,Gonorrhea,3.0
Z5.1,2019Q4,FEMALE,ALL,Infectious Syphilis,5.0
Z5.1,2019Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2019Q4,MALE,ALL,Gonorrhea,8.0
Z5.1,2019Q4,MALE,ALL,Infectious Syphilis,5.0
Z5.1,2019Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2019Q4,BOTH,ALL,Gonorrhea,11.0
Z5.1,2019Q4,BOTH,ALL,Infectious Syphilis,10.0
Z5.1,2019Q4,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.1,2020Q1,FEMALE,ALL,Gonorrhea,6.0
Z5.1,2020Q1,FEMALE,ALL,Infectious Syphilis,3.0
Z5.1,2020Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2020Q1,MALE,ALL,Gonorrhea,4.0
Z5.1,2020Q1,MALE,ALL,Infectious Syphilis,5.0
Z5.1,2020Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2020Q1,BOTH,ALL,Gonorrhea,10.0
Z5.1,2020Q1,BOTH,ALL,Infectious Syphilis,8.0
Z5.1,2020Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z5.1,2020Q2,FEMALE,ALL,Gonorrhea,3.0
Z5.1,2020Q2,FEMALE,ALL,Infectious Syphilis,10.0
Z5.1,2020Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2020Q2,MALE,ALL,Gonorrhea,9.0
Z5.1,2020Q2,MALE,ALL,Infectious Syphilis,4.0
Z5.1,2020Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2020Q2,BOTH,ALL,Gonorrhea,12.0
Z5.1,2020Q2,BOTH,ALL,Infectious Syphilis,14.0
Z5.1,2020Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.1,2020Q3,FEMALE,ALL,Gonorrhea,10.0
Z5.1,2020Q3,FEMALE,ALL,Infectious Syphilis,5.0
Z5.1,2020Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2020Q3,MALE,ALL,Gonorrhea,14.0
Z5.1,2020Q3,MALE,ALL,Infectious Syphilis,10.0
Z5.1,2020Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2020Q3,BOTH,ALL,Gonorrhea,24.0
Z5.1,2020Q3,BOTH,ALL,Infectious Syphilis,15.0
Z5.1,2020Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z5.1,2020Q4,FEMALE,ALL,Gonorrhea,14.0
Z5.1,2020Q4,FEMALE,ALL,Infectious Syphilis,7.0
Z5.1,2020Q4,FEMALE,ALL,Non-infectious Syphilis,2.0
Z5.1,2020Q4,MALE,ALL,Gonorrhea,14.0
Z5.1,2020Q4,MALE,ALL,Infectious Syphilis,8.0
Z5.1,2020Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2020Q4,BOTH,ALL,Gonorrhea,28.0
Z5.1,2020Q4,BOTH,ALL,Infectious Syphilis,15.0
Z5.1,2020Q4,BOTH,ALL,Non-infectious Syphilis,2.0
Z5.1,2021Q1,FEMALE,ALL,Gonorrhea,4.0
Z5.1,2021Q1,FEMALE,ALL,Infectious Syphilis,6.0
Z5.1,2021Q1,FEMALE,ALL,Non-infectious Syphilis,2.0
Z5.1,2021Q1,MALE,ALL,Gonorrhea,9.0
Z5.1,2021Q1,MALE,ALL,Infectious Syphilis,13.0
Z5.1,2021Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2021Q1,BOTH,ALL,Gonorrhea,13.0
Z5.1,2021Q1,BOTH,ALL,Infectious Syphilis,19.0
Z5.1,2021Q1,BOTH,ALL,Non-infectious Syphilis,3.0
Z5.1,2021Q2,FEMALE,ALL,Gonorrhea,4.0
Z5.1,2021Q2,FEMALE,ALL,Infectious Syphilis,2.0
Z5.1,2021Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2021Q2,MALE,ALL,Gonorrhea,10.0
Z5.1,2021Q2,MALE,ALL,Infectious Syphilis,7.0
Z5.1,2021Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2021Q2,BOTH,ALL,Gonorrhea,14.0
Z5.1,2021Q2,BOTH,ALL,Infectious Syphilis,9.0
Z5.1,2021Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.1,2021Q3,FEMALE,ALL,Gonorrhea,4.0
Z5.1,2021Q3,FEMALE,ALL,Infectious Syphilis,5.0
Z5.1,2021Q3,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2021Q3,MALE,ALL,Gonorrhea,9.0
Z5.1,2021Q3,MALE,ALL,Infectious Syphilis,8.0
Z5.1,2021Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2021Q3,BOTH,ALL,Gonorrhea,13.0
Z5.1,2021Q3,BOTH,ALL,Infectious Syphilis,13.0
Z5.1,2021Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.1,2021Q4,FEMALE,ALL,Gonorrhea,4.0
Z5.1,2021Q4,FEMALE,ALL,Infectious Syphilis,2.0
Z5.1,2021Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2021Q4,MALE,ALL,Gonorrhea,10.0
Z5.1,2021Q4,MALE,ALL,Infectious Syphilis,7.0
Z5.1,2021Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2021Q4,BOTH,ALL,Gonorrhea,14.0
Z5.1,2021Q4,BOTH,ALL,Infectious Syphilis,9.0
Z5.1,2021Q4,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.1,2022Q1,FEMALE,ALL,Gonorrhea,3.0
Z5.1,2022Q1,FEMALE,ALL,Infectious Syphilis,4.0
Z5.1,2022Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2022Q1,MALE,ALL,Gonorrhea,5.0
Z5.1,2022Q1,MALE,ALL,Infectious Syphilis,3.0
Z5.1,2022Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2022Q1,BOTH,ALL,Gonorrhea,8.0
Z5.1,2022Q1,BOTH,ALL,Infectious Syphilis,7.0
Z5.1,2022Q1,BOTH,ALL,Non-infectious Syphilis,2.0
Z5.1,2022Q2,FEMALE,ALL,Gonorrhea,7.0
Z5.1,2022Q2,FEMALE,ALL,Infectious Syphilis,6.0
Z5.1,2022Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2022Q2,MALE,ALL,Gonorrhea,10.0
Z5.1,2022Q2,MALE,ALL,Infectious Syphilis,9.0
Z5.1,2022Q2,MALE,ALL,Non-infectious Syphilis,2.0
Z5.1,2022Q2,BOTH,ALL,Gonorrhea,17.0
Z5.1,2022Q2,BOTH,ALL,Infectious Syphilis,15.0
Z5.1,2022Q2,BOTH,ALL,Non-infectious Syphilis,3.0
Z5.1,2022Q3,FEMALE,ALL,Gonorrhea,7.0
Z5.1,2022Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z5.1,2022Q3,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.1,2022Q3,MALE,ALL,Gonorrhea,17.0
Z5.1,2022Q3,MALE,ALL,Infectious Syphilis,2.0
Z5.1,2022Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z5.1,2022Q3,BOTH,ALL,Gonorrhea,24.0
Z5.1,2022Q3,BOTH,ALL,Infectious Syphilis,3.0
Z5.1,2022Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.2,2019Q1,FEMALE,ALL,Gonorrhea,28.0
Z5.2,2019Q1,FEMALE,ALL,Infectious Syphilis,19.0
Z5.2,2019Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z5.2,2019Q1,MALE,ALL,Gonorrhea,20.0
Z5.2,2019Q1,MALE,ALL,Infectious Syphilis,14.0
Z5.2,2019Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2019Q1,BOTH,ALL,Gonorrhea,48.0
Z5.2,2019Q1,BOTH,ALL,Infectious Syphilis,33.0
Z5.2,2019Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.2,2019Q2,FEMALE,ALL,Gonorrhea,32.0
Z5.2,2019Q2,FEMALE,ALL,Infectious Syphilis,20.0
Z5.2,2019Q2,FEMALE,ALL,Non-infectious Syphilis,4.0
Z5.2,2019Q2,MALE,ALL,Gonorrhea,23.0
Z5.2,2019Q2,MALE,ALL,Infectious Syphilis,19.0
Z5.2,2019Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z5.2,2019Q2,BOTH,ALL,Gonorrhea,55.0
Z5.2,2019Q2,BOTH,ALL,Infectious Syphilis,39.0
Z5.2,2019Q2,BOTH,ALL,Non-infectious Syphilis,4.0
Z5.2,2019Q3,FEMALE,ALL,Gonorrhea,19.0
Z5.2,2019Q3,FEMALE,ALL,Infectious Syphilis,24.0
Z5.2,2019Q3,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2019Q3,MALE,ALL,Gonorrhea,21.0
Z5.2,2019Q3,MALE,ALL,Infectious Syphilis,12.0
Z5.2,2019Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z5.2,2019Q3,BOTH,ALL,Gonorrhea,40.0
Z5.2,2019Q3,BOTH,ALL,Infectious Syphilis,36.0
Z5.2,2019Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.2,2019Q4,FEMALE,ALL,Gonorrhea,12.0
Z5.2,2019Q4,FEMALE,ALL,Infectious Syphilis,20.0
Z5.2,2019Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2019Q4,MALE,ALL,Gonorrhea,28.0
Z5.2,2019Q4,MALE,ALL,Infectious Syphilis,32.0
Z5.2,2019Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2019Q4,BOTH,ALL,Gonorrhea,40.0
Z5.2,2019Q4,BOTH,ALL,Infectious Syphilis,52.0
Z5.2,2019Q4,BOTH,ALL,Non-infectious Syphilis,2.0
Z5.2,2020Q1,FEMALE,ALL,Gonorrhea,26.0
Z5.2,2020Q1,FEMALE,ALL,Infectious Syphilis,19.0
Z5.2,2020Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2020Q1,MALE,ALL,Gonorrhea,23.0
Z5.2,2020Q1,MALE,ALL,Infectious Syphilis,15.0
Z5.2,2020Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2020Q1,BOTH,ALL,Gonorrhea,49.0
Z5.2,2020Q1,BOTH,ALL,Infectious Syphilis,34.0
Z5.2,2020Q1,BOTH,ALL,Non-infectious Syphilis,2.0
Z5.2,2020Q2,FEMALE,ALL,Gonorrhea,22.0
Z5.2,2020Q2,FEMALE,ALL,Infectious Syphilis,20.0
Z5.2,2020Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2020Q2,MALE,ALL,Gonorrhea,21.0
Z5.2,2020Q2,MALE,ALL,Infectious Syphilis,8.0
Z5.2,2020Q2,MALE,ALL,Non-infectious Syphilis,2.0
Z5.2,2020Q2,BOTH,ALL,Gonorrhea,43.0
Z5.2,2020Q2,BOTH,ALL,Infectious Syphilis,28.0
Z5.2,2020Q2,BOTH,ALL,Non-infectious Syphilis,3.0
Z5.2,2020Q3,FEMALE,ALL,Gonorrhea,34.0
Z5.2,2020Q3,FEMALE,ALL,Infectious Syphilis,24.0
Z5.2,2020Q3,FEMALE,ALL,Non-infectious Syphilis,2.0
Z5.2,2020Q3,MALE,ALL,Gonorrhea,29.0
Z5.2,2020Q3,MALE,ALL,Infectious Syphilis,20.0
Z5.2,2020Q3,MALE,ALL,Non-infectious Syphilis,3.0
Z5.2,2020Q3,BOTH,ALL,Gonorrhea,63.0
Z5.2,2020Q3,BOTH,ALL,Infectious Syphilis,44.0
Z5.2,2020Q3,BOTH,ALL,Non-infectious Syphilis,5.0
Z5.2,2020Q4,FEMALE,ALL,Gonorrhea,24.0
Z5.2,2020Q4,FEMALE,ALL,Infectious Syphilis,28.0
Z5.2,2020Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2020Q4,MALE,ALL,Gonorrhea,26.0
Z5.2,2020Q4,MALE,ALL,Infectious Syphilis,23.0
Z5.2,2020Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2020Q4,BOTH,ALL,Gonorrhea,50.0
Z5.2,2020Q4,BOTH,ALL,Infectious Syphilis,51.0
Z5.2,2020Q4,BOTH,ALL,Non-infectious Syphilis,2.0
Z5.2,2021Q1,FEMALE,ALL,Gonorrhea,31.0
Z5.2,2021Q1,FEMALE,ALL,Infectious Syphilis,32.0
Z5.2,2021Q1,FEMALE,ALL,Non-infectious Syphilis,2.0
Z5.2,2021Q1,MALE,ALL,Gonorrhea,36.0
Z5.2,2021Q1,MALE,ALL,Infectious Syphilis,19.0
Z5.2,2021Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z5.2,2021Q1,BOTH,ALL,Gonorrhea,67.0
Z5.2,2021Q1,BOTH,ALL,Infectious Syphilis,51.0
Z5.2,2021Q1,BOTH,ALL,Non-infectious Syphilis,2.0
Z5.2,2021Q2,FEMALE,ALL,Gonorrhea,36.0
Z5.2,2021Q2,FEMALE,ALL,Infectious Syphilis,16.0
Z5.2,2021Q2,FEMALE,ALL,Non-infectious Syphilis,3.0
Z5.2,2021Q2,MALE,ALL,Gonorrhea,27.0
Z5.2,2021Q2,MALE,ALL,Infectious Syphilis,19.0
Z5.2,2021Q2,MALE,ALL,Non-infectious Syphilis,2.0
Z5.2,2021Q2,BOTH,ALL,Gonorrhea,63.0
Z5.2,2021Q2,BOTH,ALL,Infectious Syphilis,35.0
Z5.2,2021Q2,BOTH,ALL,Non-infectious Syphilis,5.0
Z5.2,2021Q3,FEMALE,ALL,Gonorrhea,38.0
Z5.2,2021Q3,FEMALE,ALL,Infectious Syphilis,25.0
Z5.2,2021Q3,FEMALE,ALL,Non-infectious Syphilis,2.0
Z5.2,2021Q3,MALE,ALL,Gonorrhea,40.0
Z5.2,2021Q3,MALE,ALL,Infectious Syphilis,26.0
Z5.2,2021Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2021Q3,BOTH,ALL,Gonorrhea,78.0
Z5.2,2021Q3,BOTH,ALL,Infectious Syphilis,51.0
Z5.2,2021Q3,BOTH,ALL,Non-infectious Syphilis,3.0
Z5.2,2021Q4,FEMALE,ALL,Gonorrhea,34.0
Z5.2,2021Q4,FEMALE,ALL,Infectious Syphilis,24.0
Z5.2,2021Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2021Q4,MALE,ALL,Gonorrhea,26.0
Z5.2,2021Q4,MALE,ALL,Infectious Syphilis,9.0
Z5.2,2021Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2021Q4,BOTH,ALL,Gonorrhea,61.0
Z5.2,2021Q4,BOTH,ALL,Infectious Syphilis,33.0
Z5.2,2021Q4,BOTH,ALL,Non-infectious Syphilis,2.0
Z5.2,2022Q1,FEMALE,ALL,Gonorrhea,36.0
Z5.2,2022Q1,FEMALE,ALL,Infectious Syphilis,22.0
Z5.2,2022Q1,FEMALE,ALL,Non-infectious Syphilis,3.0
Z5.2,2022Q1,MALE,ALL,Gonorrhea,35.0
Z5.2,2022Q1,MALE,ALL,Infectious Syphilis,14.0
Z5.2,2022Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2022Q1,BOTH,ALL,Gonorrhea,71.0
Z5.2,2022Q1,BOTH,ALL,Infectious Syphilis,36.0
Z5.2,2022Q1,BOTH,ALL,Non-infectious Syphilis,4.0
Z5.2,2022Q2,FEMALE,ALL,Gonorrhea,40.0
Z5.2,2022Q2,FEMALE,ALL,Infectious Syphilis,30.0
Z5.2,2022Q2,FEMALE,ALL,Non-infectious Syphilis,2.0
Z5.2,2022Q2,MALE,ALL,Gonorrhea,22.0
Z5.2,2022Q2,MALE,ALL,Infectious Syphilis,15.0
Z5.2,2022Q2,MALE,ALL,Non-infectious Syphilis,2.0
Z5.2,2022Q2,BOTH,ALL,Gonorrhea,62.0
Z5.2,2022Q2,BOTH,ALL,Infectious Syphilis,45.0
Z5.2,2022Q2,BOTH,ALL,Non-infectious Syphilis,4.0
Z5.2,2022Q3,FEMALE,ALL,Gonorrhea,31.0
Z5.2,2022Q3,FEMALE,ALL,Infectious Syphilis,15.0
Z5.2,2022Q3,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.2,2022Q3,MALE,ALL,Gonorrhea,22.0
Z5.2,2022Q3,MALE,ALL,Infectious Syphilis,15.0
Z5.2,2022Q3,MALE,ALL,Non-infectious Syphilis,2.0
Z5.2,2022Q3,BOTH,ALL,Gonorrhea,53.0
Z5.2,2022Q3,BOTH,ALL,Infectious Syphilis,30.0
Z5.2,2022Q3,BOTH,ALL,Non-infectious Syphilis,3.0
Z5.3,2019Q1,FEMALE,ALL,Gonorrhea,6.0
Z5.3,2019Q1,FEMALE,ALL,Infectious Syphilis,1.0
Z5.3,2019Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z5.3,2019Q1,MALE,ALL,Gonorrhea,7.0
Z5.3,2019Q1,MALE,ALL,Infectious Syphilis,1.0
Z5.3,2019Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z5.3,2019Q1,BOTH,ALL,Gonorrhea,13.0
Z5.3,2019Q1,BOTH,ALL,Infectious Syphilis,2.0
Z5.3,2019Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z5.3,2019Q2,FEMALE,ALL,Gonorrhea,3.0
Z5.3,2019Q2,FEMALE,ALL,Infectious Syphilis,3.0
Z5.3,2019Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z5.3,2019Q2,MALE,ALL,Gonorrhea,6.0
Z5.3,2019Q2,MALE,ALL,Infectious Syphilis,5.0
Z5.3,2019Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z5.3,2019Q2,BOTH,ALL,Gonorrhea,9.0
Z5.3,2019Q2,BOTH,ALL,Infectious Syphilis,8.0
Z5.3,2019Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z5.3,2019Q3,FEMALE,ALL,Gonorrhea,2.0
Z5.3,2019Q3,FEMALE,ALL,Infectious Syphilis,4.0
Z5.3,2019Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z5.3,2019Q3,MALE,ALL,Gonorrhea,2.0
Z5.3,2019Q3,MALE,ALL,Infectious Syphilis,3.0
Z5.3,2019Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z5.3,2019Q3,BOTH,ALL,Gonorrhea,4.0
Z5.3,2019Q3,BOTH,ALL,Infectious Syphilis,7.0
Z5.3,2019Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z5.3,2019Q4,FEMALE,ALL,Gonorrhea,4.0
Z5.3,2019Q4,FEMALE,ALL,Infectious Syphilis,2.0
Z5.3,2019Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.3,2019Q4,MALE,ALL,Gonorrhea,6.0
Z5.3,2019Q4,MALE,ALL,Infectious Syphilis,1.0
Z5.3,2019Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z5.3,2019Q4,BOTH,ALL,Gonorrhea,10.0
Z5.3,2019Q4,BOTH,ALL,Infectious Syphilis,3.0
Z5.3,2019Q4,BOTH,ALL,Non-infectious Syphilis,2.0
Z5.3,2020Q1,FEMALE,ALL,Gonorrhea,6.0
Z5.3,2020Q1,FEMALE,ALL,Infectious Syphilis,4.0
Z5.3,2020Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z5.3,2020Q1,MALE,ALL,Gonorrhea,5.0
